id,numero,tema,pregunta,A,B,C,respuesta,archivo,requiere_figura
PREG202411060408,5417,SERVICIOS METEOROLÓGICOS,"5417.- ¿Qué tipo de avisos meteorológicos a bordo provee a un piloto en ruta, con información acerca de la posibilidad de engelamiento moderado, turbulencia moderada, vientos de 30 nudos o más en la superficie y un extensivo oscurecimiento de las montañas?",SIGMETS y SIGMETS convectivos.,Alertas de pronóstico de tiempo severo (AWW) y SIGMETS.,AIRMETS y Centro de Advertencias Meteorológicas (CWA).,C,DownloadBalotario (7).pdf,False
PREG202411060409,5418,SERVICIOS METEOROLÓGICOS,5418.- ¿Qué referencia única contiene información sobre una erupción volcánica que está ocurriendo o se espera que ocurra?,Avisos meteorológicos durante el vuelo.,Pronósticos del área terminal (TAF).,Mapas de representación del tiempo.,A,DownloadBalotario (7).pdf,False
PREG202411060410,5423,SERVICIOS METEOROLÓGICOS,5423.- ¿Cuál describe correctamente el propósito de los SIGMET convectivos (WST)?,"Consisten en una observación cada hora de tornados, actividad significativa de tormentas y gran actividad de granizo.",Contienen tanto una observación como un pronóstico de toda la actividad de tormentas eléctricas y granizo. El pronóstico es válido solo por 1 hora.,"Consisten tanto en una observación y pronóstico, o solo en un pronóstico de tornados, actividad significativa de tormentas eléctricas o granizo mayor o igual a 3/4 de pulgada de diámetro.",C,DownloadBalotario (7).pdf,False
PREG202411060411,5424,SERVICIOS METEOROLÓGICOS,5424.- ¿Qué valores se utilizan para los Pronósticos de Vientos Altos?,Dirección verdadera y MPH.,Dirección verdadera y nudos.,Dirección magnética y nudos.,B,DownloadBalotario (7).pdf,False
PREG202411060412,5422.1,SERVICIOS METEOROLÓGICOS,5422.1.- Los SIGMET se emiten como una advertencia de condiciones climáticas que son peligrosas.,a todos los aviones.,particularmente a aviones pesados.,particularmente a aviones ligeros.,A,DownloadBalotario (7).pdf,False
PREG202411060413,5425,SERVICIOS METEOROLÓGICOS,"5425.- En el cuadro de análisis de superficie, las líneas continuas que representan los patrones de presión a nivel del mar se denominan:",Isobaras.,Isogónicas.,Milibares.,A,DownloadBalotario (7).pdf,False
PREG202411060414,5426,SERVICIOS METEOROLÓGICOS,"5426.- Las líneas discontinuas en una carta de análisis de superficie, si se muestran, indican que el gradiente de presión es:",débil.,fuerte.,inestable.,A,DownloadBalotario (7).pdf,True
PREG202411060415,5427,SERVICIOS METEOROLÓGICOS,5427.- ¿Qué carta proporciona un medio fácil de localizar las posiciones frontales y los centros de presión observados?,Carta de análisis de superficie.,Carta de análisis de presión constante.,Carta de representación meteorológica.,A,DownloadBalotario (7).pdf,True
PREG202411060416,5428,SERVICIOS METEOROLÓGICOS,"5428.- En una carta de análisis de superficie, el espaciado estrecho de las isobaras indica:",gradiente de presión débil.,fuerte gradiente de presión.,fuerte gradiente de temperatura.,B,DownloadBalotario (7).pdf,True
PREG202411060417,5429,SERVICIOS METEOROLÓGICOS,5429.- La carta de análisis de superficie muestra:,"ubicaciones frontales y movimiento esperado, centros de presión, cobertura de nubes y obstrucciones a la visión en el momento de la transmisión de la carta.","posiciones frontales reales, patrones de presión, temperatura, punto de rocío, viento, clima y obstrucciones a la visión en el momento válido de la carta.","distribución real de la presión, sistemas frontales, alturas y cobertura de las nubes, temperatura, punto de rocío y viento en el momento que se muestra en la carta.",B,DownloadBalotario (7).pdf,True
PREG202411060418,5433,SERVICIOS METEOROLÓGICOS,5433.- ¿Qué carta meteorológica muestra las condiciones pronosticadas a existir en un momento específico en el futuro?,Carta de niveles de congelación.,Carta de representación meteorológica.,Carta de pronóstico del tiempo significativo de 12 horas.,C,DownloadBalotario (7).pdf,True
PREG202411060419,5434,SERVICIOS METEOROLÓGICOS,5434.- ¿Qué fenómeno meteorológico está implícito dentro de un área delimitada por pequeñas líneas onduladas en una carta de pronóstico meteorológico significativo de nivel superior?,"Nubes uniformes, formación de hielo, turbulencia de leve a moderada.","Nubes cumulonimbus, engelamiento y turbulencia de moderada o mayor.","Nubes lenticulares estacionarias o cumuliformes, turbulencia de moderada a severa y formación de hielo.",B,DownloadBalotario (7).pdf,True
PREG202411060420,5435,SERVICIOS METEOROLÓGICOS,5435.- ¿La carta de pronóstico del tiempo significativo de nivel superior pronostica un tiempo significativo para qué espacio aéreo?,18.000 pies a 45.000 pies.,24.000 pies a 45.000 pies.,24.000 pies a 63.000 pies.,C,DownloadBalotario (7).pdf,True
PREG202411060421,5436,SERVICIOS METEOROLÓGICOS,5436.- ¿Cuál es el límite superior de la carta de pronóstico del tiempo significativo de bajo nivel?,"30,000 pies.","24,000 pies.","18,000 pies.",B,DownloadBalotario (7).pdf,True
PREG202411060422,5439,SERVICIOS METEOROLÓGICOS,5439.- La diferencia encontrada al restar la temperatura de una parcela de aire teóricamente elevada de la superficie a 500 milibares y la temperatura existente a 500 milibares se llama:,índice elevado.,índice negativo.,índice positivo.,A,DownloadBalotario (7).pdf,False
PREG202411060423,5440,SERVICIOS METEOROLÓGICOS,5440.- La eclosión en una carta de análisis de presión constante indica:,ojo del huracán.,velocidad del viento de 70 nudos a 110 nudos.,velocidad del viento de 110 nudos a 150 nudos.,B,DownloadBalotario (7).pdf,True
PREG202411060424,5441,SERVICIOS METEOROLÓGICOS,5441.- ¿Qué información de planificación de vuelo puede obtener un piloto de una carta de análisis de presión constante?,Vientos y temperaturas en niveles superiores.,Turbulencia de aire claro y condiciones de formación de hielo.,Sistemas frontales y obstrucciones a la visión en altura.,A,DownloadBalotario (7).pdf,True
PREG202411060425,5442,SERVICIOS METEOROLÓGICOS,"5442.- ¿A partir de cuál de las siguientes opciones se puede determinar la temperatura, el viento y punto de rocío observados a una altitud específica?",Cartas de estabilidad.,Pronósticos de vientos en altura.,Cartas de análisis de presión constante.,C,DownloadBalotario (7).pdf,False
PREG202411060426,5443,SERVICIOS METEOROLÓGICOS,5443.- El valor mínimo de cortantes de viento crítico para una posible turbulencia moderada o severa es:,"4 nudos por cada 1,000 pies.","6 mudos por cada 1,000 pies.","8 nudos por cada 1,000 pies.",B,DownloadBalotario (7).pdf,False
PREG202411060427,5444,SERVICIOS METEOROLÓGICOS,5444.- Un piloto que reporta turbulencias que provocan momentáneamente cambios leves y erráticos en la altitud y / o actitud debe reportarlo como:,corte ligero.,turbulencia ligera.,turbulencia moderada.,B,DownloadBalotario (7).pdf,False
PREG202411060428,5445,SERVICIOS METEOROLÓGICOS,"5445.- Cuando la turbulencia provoca cambios en la altitud y/o actitud, pero el control de la aeronave sigue siendo positivo, se debe informar como:",ligera.,severa.,moderada.,C,DownloadBalotario (7).pdf,False
PREG202411060429,5446,SERVICIOS METEOROLÓGICOS,"5446.- La turbulencia que se encuentre por encima de los 15,000 pies AGL no asociada con nubosidad cuculiforme, incluidas las tormentas eléctricas, debe informarse como:",turbulencia severa.,turbulencia de aire claro.,turbulencia convectiva.,B,DownloadBalotario (7).pdf,False
PREG202411060430,5560,SERVICIOS METEOROLÓGICOS,"5560.- Las transmisiones de avisos meteorológicos, incluidas las alertas de pronóstico meteorológico severo (AWW), los SIGMET y los SIGMET convectivos son proporcionados por:","ARTCC´s en todas las frecuencias, excepto de emergencia, cuando cualquier parte del área descrita se encuentre dentro de las 150 millas del espacio aéreo bajo su jurisdicción.","servicio de vuelo en 122.2 MHz y VORS adyacentes, cuando cualquier parte del área descrita se encuentre dentro de las 200 millas del espacio aéreo bajo su jurisdicción.",ayudas a la navegación baja frecuencia seleccionadas y / o VOR.,A,DownloadBalotario (7).pdf,False
PREG202411060431,5988,SERVICIOS METEOROLÓGICOS,"5988.- ¿Cuál es el espesor de la capa de nubes dada una elevación del campo de 1,500 pies MSL con la parte superior del cielo cubierto a 7,000 pies MSL? METAR KHOB 151250Z 17006KT 4SM OVC010 13/11 A2998","4,500 pies.","6,500 pies.","5,500 pies.",A,DownloadBalotario (7).pdf,False
PREG202411060432,5989,SERVICIOS METEOROLÓGICOS,5989.- ¿Cuál es la base de la capa nublada más baja en el siguiente informe piloto? KMOB UA / OV APE230010 / TM 1515 / FL085 / TP BE20 / SK BKN065 / WX FV03SM HZ FU / TQ 20 / TB LGT,No hay un límite máximo definido en este informe.,Hay una capa reportada a 8.500 pies.,Hay una capa de nubes fragmentada a 6.500 pies.,C,DownloadBalotario (7).pdf,False
PREG202411060082,5169,SISTEMAS DE AERONAVES,"5169.- Antes del apagado, a mínima potencia, la llave de ignición se selecciona momentáneamente a apagado. El motor continúa encendido sin interrupción; esto:",es normal porque el motor generalmente se detiene moviendo la mezcla al corte de ralentí.,normalmente no debería suceder. Indica que un magneto no está conectado a tierra en la posición apagado.,"es una práctica indeseable, pero indica que nada está mal.",B,DownloadBalotario (8).pdf,False
PREG202411060083,5170,SISTEMAS DE AERONAVES,5170.- Dejar el calentador del carburador encendido durante el despegue:,empobrece la mezcla para obtener más potencia en el despegue.,disminuirá la distancia de despegue.,incrementará la distancia de la carrera de despegue.,C,DownloadBalotario (8).pdf,False
PREG202411060084,5171,SISTEMAS DE AERONAVES,5171.- Una forma de detectar un cable de tierra primario roto del magneto es:,poner el motor en ralentí y seleccionar la ignición en apagado.,"ajustar máxima potencia, mientras mantiene presionado los frenos y selecciona momentáneamente la ignición en apagado.","opere con solo un magneto, empobrezca la mezcla y busque un aumento en la presión del colector.",A,DownloadBalotario (8).pdf,False
PREG202411060085,5172,SISTEMAS DE AERONAVES,5172.- Es más probable que se ensucien las bujías si la aeronave:,gana altitud sin ajuste de mezcla.,descensos sin ajuste de mezcla.,el acelerador se avanza muy abruptamente.,A,DownloadBalotario (8).pdf,False
PREG202411060086,5173,SISTEMAS DE AERONAVES,5173.- La razón más probable por la que un motor sigue funcionando después de seleccionar la ignición a apagado es:,el depósito de carbón que brillan en las bujías.,un cable de tierra del magneto está en contacto con la carcasa del motor.,un cable de tierra de magneto roto.,C,DownloadBalotario (8).pdf,False
PREG202411060087,5174,SISTEMAS DE AERONAVES,"5174.- Si el cable de tierra entre el magneto y el interruptor de encendido se desconecta, el motor:",no funcionará un magneto.,no se puede iniciar con el interruptor en la posición de BOTH.,podría arrancar accidentalmente si la hélice se mueve con combustible en el cilindro.,C,DownloadBalotario (8).pdf,False
PREG202411060088,5175,SISTEMAS DE AERONAVES,"5175.- Para el enfriamiento interno, los motores recíprocos de la aeronave dependen especialmente de:",un aumentador de cowl flaps que funcione correctamente.,la circulación de aceite lubricante.,la razón adecuada de freón/compresor a la salida.,B,DownloadBalotario (8).pdf,False
PREG202411060089,5176,SISTEMAS DE AERONAVES,5176.- El piloto controla la razón de aire/combustible con:,acelerador.,presión en el colector.,control de mezcla.,C,DownloadBalotario (8).pdf,False
PREG202411060090,5183,SISTEMAS DE AERONAVES,5183.- ¿Qué enunciado describe mejor el principio operativo de una hélice de velocidad constante o de paso variable?,"A medida que el piloto cambia el ajuste del acelerador, el gobernador de hélice hace que el ángulo de paso de las palas de la hélice permanezca sin cambios.","Un ángulo de pala alto, o un mayor ángulo de inclinación reduce la resistencia de la hélice y permite más potencia del motor para los despegues.","El control de la hélice regula las RPM del motor y, a su vez, las RPM de la hélice.",C,DownloadBalotario (8).pdf,False
PREG202411060091,5184,SISTEMAS DE AERONAVES,"5184.- En aeronaves equipadas con hélices de velocidad constante/paso variable y motores de aspiración normal, ¿Qué procedimiento se debe utilizar para evitar una tensión indebida en los componentes del motor? Cuando la potencia está siendo:","disminuida, reduzca las RPM antes de reducir la presión del colector.","aumentada, incrementa las RPM antes de aumentar la presión del colector.","aumentada o disminuida, las RPM deben ajustarse antes que la presión del colector.",B,DownloadBalotario (8).pdf,False
PREG202411060092,5185.1,SISTEMAS DE AERONAVES,5185.1.- La detonación puede ocurrir en configuraciones de alta potencia cuando:,la mezcla de combustible se enciende instantáneamente en lugar de arder de manera progresiva y uniforme.,una mezcla de combustible excesivamente rica provoca una ganancia explosiva de potencia.,la mezcla de combustible se enciende demasiado pronto debido a los depósitos de carbón caliente en el cilindro.,A,DownloadBalotario (8).pdf,False
PREG202411060093,5186,SISTEMAS DE AERONAVES,5186.- El encendido no controlado de la carga de combustible/aire antes de la ignición normal por chispa se conoce como:,combustión instantánea.,detonación.,preignicion.,C,DownloadBalotario (8).pdf,False
PREG202411060094,5187,SISTEMAS DE AERONAVES,5187.- La razón combustible/aire es relacionada entre:,volumen de combustible y volumen de aire que entra en el cilindro.,peso del combustible y peso del aire que ingresa al cilindro.,peso de combustible y peso de aire que ingresa al carburador.,B,DownloadBalotario (8).pdf,False
PREG202411060095,5188,SISTEMAS DE AERONAVES,"5188.- El control de la mezcla se puede ajustar, lo cual:",evita que la combinación de combustible / aire se vuelva demasiado rica a mayores altitudes.,regula la cantidad de flujo de aire a través del Venturi del carburador.,. evita que la combinación de aire / combustible se empobrece a medida que el avión asciende.,A,DownloadBalotario (8).pdf,False
PREG202411060096,5189,SISTEMAS DE AERONAVES,5189.- ¿Qué afirmación es verdadera con respecto a la aplicación del calentador al carburador?,Enriquece la mezcla combustible/aire.,Se empobrece la mezcla combustible/aire.,No tiene ningún efecto sobre la mezcla combustible/aire.,A,DownloadBalotario (8).pdf,False
PREG202411060097,5190,SISTEMAS DE AERONAVES,5190.- La detonación ocurre en un motor reciproco de una aeronave cuando:,hay un aumento explosivo de combustible causado por una mezcla de combustible / aire demasiado rico.,las bujías reciben una descarga eléctrica causada por un cortocircuito en el cableado.,la carga de combustible / aire sin quemar en los cilindros se somete a combustión instantánea.,C,DownloadBalotario (8).pdf,False
PREG202411060098,5235,SISTEMAS DE AERONAVES,5235.- La eficiencia de la hélice es:,la relación entre caballos de fuerza de potencia y caballos de fuerza de freno.,la distancia real que avanza una hélice en una revolución.,la relación entre el paso de geometría y el paso efectivo.,A,DownloadBalotario (8).pdf,False
PREG202411060099,5236,SISTEMAS DE AERONAVES,5236.- Una hélice de paso fijo está diseñada para obtener la mejor eficiencia solo con una combinación determinada de:,altitud y RPM.,velocidad aerodinámica y RPM.,velocidad aerodinámica y altitud.,B,DownloadBalotario (8).pdf,False
PREG202411060100,5237,SISTEMAS DE AERONAVES,5237.- La razón por la cual hay variación en el paso geométrico (torsión) a lo largo de una pala de una hélice es que:,permite un ángulo de incidencia relativamente constante a lo largo de su longitud en crucero.,evita que la parte de la pala más cercana al buje de la hélice entre en perdida durante el crucero.,permite un ángulo de ataque relativamente constante a lo largo de su longitud cuando está en vuelo de crucero.,C,DownloadBalotario (8).pdf,False
PREG202411060101,5271,SISTEMAS DE AERONAVES,5271.- Una desafinación de los contrapesos del cigüeñal del motor es una fuente de sobrecarga que puede ser causada por:,apertura y cierre rápidos del acelerador.,formación de hielo en la válvula mariposa en el carburador.,operar con una mezcla de combustible / aire excesivamente rico.,A,DownloadBalotario (8).pdf,False
PREG202411060102,5298,SISTEMAS DE AERONAVES,5298.- La mezcla que da la mejor potencia se obtiene con la razón de combustible/aire con la cual:,las temperaturas de la cabeza de cilindros de son las más frías.,se puede obtener la mayor potencia para cualquier ajuste del acelerador dado.,se puede obtener una potencia determinada con la mayor presión del colector o ajuste del acelerador.,B,DownloadBalotario (8).pdf,False
PREG202411060103,5299,SISTEMAS DE AERONAVES,5299.- Considere un motor de avión reciproco. La detonación puede ser causada por:,una mezcla ³ rica ´,bajas temperaturas del motor.,utilizar un grado de combustible inferior al recomendado.,C,DownloadBalotario (8).pdf,False
PREG202411060104,5606,SISTEMAS DE AERONAVES,5606.- ¿Qué puede pasar al aplicar calor al carburador?,No afecta la mezcla.,Inclinar la mezcla de combustible/aire.,Se enriquece la mezcla de combustible/aire.,C,DownloadBalotario (8).pdf,False
PREG202411060105,5607,SISTEMAS DE AERONAVES,5607.- Una indicación de temperatura del aceite del motor anormalmente alta puede ser causada por:,un rodamiento defectuoso.,el nivel de aceite es demasiado bajo.,operando con una mezcla excesivamente rica.,B,DownloadBalotario (8).pdf,False
PREG202411060106,5608,SISTEMAS DE AERONAVES,5608.- ¿Qué ocurre si no se empobrece con el control de mezcla a medida que aumenta la altitud?,El volumen de aire que ingresa al carburador disminuye y la cantidad de combustible disminuye.,La densidad del aire que ingresa al carburador disminuye y aumenta la cantidad de combustible.,La densidad del aire que ingresa al carburador disminuye y la cantidad de combustible permanece constante.,C,DownloadBalotario (8).pdf,False
PREG202411060107,5609,SISTEMAS DE AERONAVES,"5609.- A menos que se ajuste, la mezcla de aire/combustible se vuelve más rica con un aumento de altitud debido a que la cantidad de combustible:",disminuye mientras que el volumen de aire disminuye.,permanece constante mientras que el volumen de aire disminuye.,permanece constante mientras la densidad del aire disminuye.,C,DownloadBalotario (8).pdf,False
PREG202411060108,5610,SISTEMAS DE AERONAVES,5610.- El propósito básico de ajustar el control de mezcla de combustible / aire en altitud es para que:,disminuya el flujo de combustible para compensar la disminución de la densidad del aire.,disminuya la cantidad de combustible en la mezcla para compensar el aumento de la densidad del aire.,aumente la cantidad de combustible en la mezcla para compensar la disminución de la presión y la densidad del aire.,A,DownloadBalotario (8).pdf,False
PREG202411060109,5611,SISTEMAS DE AERONAVES,"5611.- En altitudes elevadas, una mezcla excesivamente rica provocará que:",el motor se sobrecaliente.,se ensucien las bujías.,el motor opere más suave a pesar de que se aumente el consumo de combustible.,B,DownloadBalotario (8).pdf,False
PREG202411060110,5653,SISTEMAS DE AERONAVES,5653.- Su avión tiene un sistema de calefacción de colector de escape. El colector del sistema de escape debería inspeccionarse periódicamente para evitar:,intoxicación por monóxido de carbono.,sobrecalentamiento en la cabina.,temperaturas extremadamente frías en la cabina.,A,DownloadBalotario (8).pdf,False
PREG202411060111,5654,SISTEMAS DE AERONAVES,"5654.- Para establecer un ascenso después del despegue en una aeronave equipada con una hélice de velocidad constante, el rendimiento del motor se reduce a la potencia de ascenso disminuyendo la presión del colector y:",aumentando las RPM disminuyendo el ángulo de la pala de la hélice.,disminuyendo las RPM disminuyendo el ángulo de la pala de la hélice.,disminuyendo las RPM aumentando el ángulo de la pala de la hélice.,C,DownloadBalotario (8).pdf,False
PREG202411060112,5766,SISTEMAS DE AERONAVES,"5766.- Durante el pre-vuelo en clima frio, las líneas de ventilación del cárter deben recibir atención especial porque son susceptibles de ser obstruidas por:",aceite congelado del cárter.,humedad del aire exterior que se ha congelado.,hielo de los vapores del cárter que se han condensado y posteriormente congelado.,C,DownloadBalotario (8).pdf,False
PREG202411060113,5667,SISTEMAS DE AERONAVES,5667.- Para desarrollar la máxima potencia y empuje una hélice de velocidad constante debe ajustarse a un ángulo de pala que produzca un:,gran ángulo de ataque y bajas revoluciones por minuto.,pequeño ángulo de ataque y altas revoluciones por minuto.,gran ángulo de ataque y altas revoluciones por minuto.,B,DownloadBalotario (8).pdf,False
PREG202411060114,5668,SISTEMAS DE AERONAVES,"5668.- Para el despegue, el ángulo de la pala de una hélice de paso variable debe establecerse en un:",pequeño ángulo de ataque y altas revoluciones por minuto.,gran ángulo de ataque y bajas revoluciones por minuto.,gran ángulo de ataque y altas revoluciones por minuto.,A,DownloadBalotario (8).pdf,False
PREG202411060115,5767,SISTEMAS DE AERONAVES,5767.- ¿Cuál es la verdad con respecto al precalentamiento de una aeronave durante las operaciones en clima frío?,El área de la cabina y el motor deben precalentarse.,El área de la cabina no debe precalentarse con calentadores portátiles.,Se debe soplar aire caliente directamente al motor a través de las tomas de aire.,A,DownloadBalotario (8).pdf,False
PREG202411060116,5813,SISTEMAS DE AERONAVES,5813.- ¿Qué se debe esperar al realizar un aterrizaje a favor del viento? La posibilidad de:,anticiparse al punto de aterrizaje previsto y una velocidad más alta en el aterrizaje.,sobrepasar el punto de aterrizaje previsto y una velocidad de tierra más alta en el momento de aterrizaje.,anticiparse al punto de aterrizaje previsto y una velocidad de tierra más alta en el momento del aterrizaje.,B,DownloadBalotario (8).pdf,False
PREG202411060001,5017,AERODINÁMICA BÁSICA,"5017.- ¿Si un avión es calificado de categoría utilitaria, significaría que este avión podría ser operado en cuál de las siguientes maniobras?","Acrobacias limitadas, excluyendo barrenas.","Acrobacias limitadas, incluyendo barrenas (Si se aprueba).",Cualquier maniobra excepto acrobáticas y barrenas.,B,DownloadBalotario.pdf,False
PREG202411060002,5151,AERODINÁMICA BÁSICA,5151.- La relación entre la carga aerodinámica total impuesta sobre el ala y el peso bruto de un avión en vuelo se conoce como:,factor de carga y afecta directamente la velocidad de pérdida.,factor de aspecto y afecta directamente la velocidad de pérdida.,factor de carga y este no tiene relación con la velocidad de pérdida.,A,DownloadBalotario.pdf,False
PREG202411060003,5152,AERODINÁMICA BÁSICA,5152.- El factor de carga es la sustentación generada por las alas de un avión en un momento dado:,dividido por el peso total del avión.,multiplicado por el peso total del avión.,dividido por el peso en vació del avión.,A,DownloadBalotario.pdf,False
PREG202411060004,5152.1,AERODINÁMICA BÁSICA,"5152.1- Mientras se ejecuta un giro nivelado a 60 grados, el avión tiene un factor de carga de 2,0. ¿Qué significa esto?",La carga total sobre la estructura del avión es dos veces su peso.,El factor de carga está por encima de la carga limite.,El factor de ráfagas es dos veces la carga limite total.,A,DownloadBalotario.pdf,False
PREG202411060005,5153,AERODINÁMICA BÁSICA,"5153.- Para cualquier ángulo de inclinación, en cualquier avión, el factor de carga impuesto en un giro coordinado con altitud constante:",es constante y la velocidad de pérdida incrementará.,varía con la tasa de giro.,es constante y la velocidad de pérdida disminuirá.,A,DownloadBalotario.pdf,False
PREG202411060006,5154,AERODINÁMICA BÁSICA,5154.- La carga del ala del avión durante un giro coordinado nivelado con vientos suaves depende de:,la tasa de giro.,el ángulo de banqueo.,la velocidad real del aire.,B,DownloadBalotario.pdf,False
PREG202411060007,5155,AERODINÁMICA BÁSICA,"5155.- En una recuperación rápida de una maniobra de picada, los efectos del factor de carga harían que la velocidad de pérdida:",incremente.,disminuye.,no varía.,A,DownloadBalotario.pdf,False
PREG202411060008,5156,AERODINÁMICA BÁSICA,"5156.- (Refiérase a la Figura 4). Si una aeronave con un peso bruto de 2000 libras se somete a un banqueo de 60° con altitud constante, la carga total será:","3,000 libras.","4,000 libras.","12,000 libras.",B,DownloadBalotario.pdf,True
PREG202411060009,5157,AERODINÁMICA BÁSICA,"5157.- Mientras se mantiene un ángulo de banqueo y altitud constante en un giro coordinado, un aumento de la velocidad del aire:",incrementa la tasa de giro resultante y disminuye el factor de carga.,disminuye la tasa de giro resultante y no cambia el factor de carga.,incrementa la tasa de giro resultante y no cambia el factor de carga.,B,DownloadBalotario.pdf,False
PREG202411060010,5158,AERODINÁMICA BÁSICA,5158.- La sustentación en un ala se define más adecuadamente como:,fuerza que actúa perpendicularmente al viento relativo.,diferencia de presiones actuando perpendicular sobre la cuerda del ala.,"presión reducida resultante de un flujo laminar sobre la curvatura superior de un perfil aerodinámico, que actúa perpendicularmente a la curvatura media.",A,DownloadBalotario.pdf,False
PREG202411060011,5159,AERODINÁMICA BÁSICA,"5159.- Mientras se mantiene el ángulo de banqueo constante en un giro nivelado, si la tasa de giro es variada, el factor de carga:",permanecerá constante con respecto a la densidad del aire y el vector de sustentación resultante.,variara en función de la velocidad y la densidad del aire proveniente de la resultante de la variación proporcional del vector de sustentación.,variara en función de la resultante del vector de sustentación.,A,DownloadBalotario.pdf,False
PREG202411060012,5160,AERODINÁMICA BÁSICA,5160.- La necesidad de reducir la velocidad de una aeronave por debajo de V(A) se produce por el siguiente fenómeno meteorológico:,"alta densidad por altitud, que incrementa la velocidad indicada de pérdida.","turbulencia, que causa incrementos en la velocidad de pérdida.","turbulencia, que causa una disminución en la velocidad de pérdida.",B,DownloadBalotario.pdf,False
PREG202411060013,5161,AERODINÁMICA BÁSICA,"5161.- En teoría, si la velocidad del aire de un avión se duplica mientras está en vuelo nivelado, la resistencia parásita será:",dos veces mayor,la mitad de grande.,cuatro veces más grande.,C,DownloadBalotario.pdf,False
PREG202411060014,5161.1,AERODINÁMICA BÁSICA,"5161.1- En teoría, si la velocidad del aire de una aeronave en vuelo nivelado es cortada a la mitad, el valor de la resistencia parásita será:",un tercio del valor.,la mitad del valor.,un cuarto del valor.,C,DownloadBalotario.pdf,False
PREG202411060015,5162,AERODINÁMICA BÁSICA,"5162.- A medida que la velocidad del aire disminuye en vuelo nivelado, por debajo de la velocidad en la cual ocurre la máxima relación L/D, la resistencia total de un avión:",disminuye debido a la baja resistencia parásita.,incrementa debido al incremento de la resistencia inducida.,incrementa debido al incremento de la resistencia parásita.,B,DownloadBalotario.pdf,False
PREG202411060016,5163,AERODINÁMICA BÁSICA,"5163.- Si la velocidad del aire es incrementada de 90 nudos a 135 nudos durante un giro nivelado, en un banqueo a 60°, el factor de carga:","incrementará, así como la velocidad de pérdida.",disminuirá y la velocidad de pérdida se incrementará.,permanecerá igual pero el radio de giro se incrementará.,C,DownloadBalotario.pdf,False
PREG202411060017,5163.1,AERODINÁMICA BÁSICA,"5163.1- Un factor de carga de 1,2 significa que la carga total sobre la estructura de un avión es 1,2 veces su:",peso bruto.,carga limite.,factor de ráfaga.,A,DownloadBalotario.pdf,False
PREG202411060018,5165,AERODINÁMICA BÁSICA,"5165.- (Refiérase a la Figura 1). La velocidad del aire representada por el punto (A), en vuelo estable, el avión:",tiene su máxima relación L/D.,tiene su mínima relación L/D.,desarrolla su máximo coeficiente de sustentación.,A,DownloadBalotario.pdf,True
PREG202411060019,5166,AERODINÁMICA BÁSICA,"5166.- (Refiérase a la Figura 1). A una velocidad del aire representada por el punto B, en vuelo estable, el piloto puede esperar del avión obtener el máximo:",rango de autonomía.,rango de planeo.,coeficiente de sustentación.,B,DownloadBalotario.pdf,True
PREG202411060020,5167,AERODINÁMICA BÁSICA,5167.- ¿Qué afirmación es verdadera en relación con el cambio del ángulo de ataque?,"Una disminución en el ángulo de ataque incrementará la presión debajo del ala, y disminuirá la resistencia.",Un aumento en el ángulo de ataque incrementará la resistencia.,"Un aumento en el ángulo de ataque disminuirá la presión debajo del ala, e incrementará la resistencia.",B,DownloadBalotario.pdf,False
PREG202411060021,5179,AERODINÁMICA BÁSICA,5179.- (Refiérase a la Figura 2). Seleccione la afirmación correcta acerca de las velocidades de pérdida:,la pérdida sin potencia se produce a velocidades superiores con el tren de aterrizaje y los flaps abajo.,en un giro a 60° el avión entrara en pérdida a una velocidad inferior con el tren de aterrizaje arriba.,las pérdidas con potencia ocurren con la potencia encendida a velocidades de aire más bajas en giros con bajo ángulo de banqueo.,C,DownloadBalotario.pdf,True
PREG202411060022,5180,AERODINÁMICA BÁSICA,5180.- (Refiérase a la Figura 2). Seleccione la afirmación correcta con respecto a las velocidades de pérdida. El avión entrara en pérdida:,"10 nudos más alto, con potencia en un banqueo a 60° con tren y flaps arriba, que en una configuración de tren y flaps abajo.","25 nudos más bajo sin potencia, con flaps arriba, en un banqueo de 60°, que, en configuración sin potencia, con flaps abajo, en configuración a nivel de las alas.","10 nudos más alto en un banqueo de 45°, con pérdida de potencia que, en una configuración de pérdida a nivel de alas, con flaps arriba.",A,DownloadBalotario.pdf,True
PREG202411060023,5181,AERODINÁMICA BÁSICA,5181.- ¿Cuál es la verdad sobre el uso de flaps durante los giros nivelados?,El descenso de los flaps incrementa la velocidad de pérdida.,El elevamiento de los flaps incrementa la velocidad de pérdida.,Para elevar los flaps será necesario añadir presión hacia delante sobre la palanca de mando.,B,DownloadBalotario.pdf,False
PREG202411060024,5182,AERODINÁMICA BÁSICA,5182.- Una de las principales funciones de los flaps durante la aproximación y el aterrizaje es:,disminuir el ángulo de descenso sin incrementar la velocidad del aire.,proveer la misma cantidad de sustentación a una baja velocidad.,"disminuir la sustentación, permitiendo así una aproximación más pronunciada de lo normal.",B,DownloadBalotario.pdf,False
PREG202411060025,5192,AERODINÁMICA BÁSICA,"5192.- Para incrementar la velocidad de giro y al mismo tiempo disminuir el radio, el piloto debería:",mantener el banqueo y disminuir la velocidad.,incrementar el banqueo y aumentar la velocidad.,incrementar el banqueo y disminuir la velocidad.,C,DownloadBalotario.pdf,False
